Phase,BJD,V,V_error
0.657693835286409,2458001.27285277,12.6495,0.0205548047861
0.666360498095855,2458001.27337277,12.697,0.0197673973861
0.674693832795128,2458001.27387277,12.659,0.0194293592288
0.683444004195735,2458001.27439778,12.6165,0.0198620240732
0.692110667005181,2458001.27491778,12.682,0.0194871752674
0.70061066964081,2458001.27542778,12.617,0.020530465169
0.709027334427447,2458001.27593278,12.648,0.0198368344323
0.717860665172339,2458001.27646278,12.612,0.0201246117711
0.726110669784248,2458001.27695778,12.708,0.0191441896965
0.734944171272218,2458001.27748779,12.643,0.0201928205017
0.74352750399521,2458001.27800279,12.6875,0.018808242873
0.751860830932856,2458001.27850279,12.688,0.0194164878139
0.760610831591293,2458001.27902779,12.7025,0.0187216452341
0.769277502162367,2458001.27954779,12.6555,0.0197673973861
0.777694337691173,2458001.2800528,12.664,0.0181038670142
0.786361000500619,2458001.2805728,12.7075,0.0187216452341
0.795027671071694,2458001.2810928,12.646,0.0194871752674
0.803277667922885,2458001.2815878,12.651,0.0187749833385
0.812110998667777,2458001.2821178,12.7315,0.01768473918
0.820611164284856,2458001.28262781,12.665,0.0190722311135
0.829027836832211,2458001.28313281,12.6955,0.0183779759643
0.837861167578012,2458001.28366281,12.6475,0.0190722311135
0.846444500300095,2458001.28417781,12.6735,0.0187349939931
0.854777834999368,2458001.28467781,12.634,0.0180277564
0.863611165745169,2458001.28520781,12.7065,0.0187216452341
0.872111331361339,2458001.28571782,12.6505,0.01768473918
0.880528003908694,2458001.28622282,12.6185,0.0183779759643
0.889361334654495,2458001.28675282,12.6275,0.0180416185414
0.897944667376578,2458001.28726782,12.5705,0.0187216452341
0.906361332163215,2458001.28777282,12.5505,0.019098429263
0.915028165715739,2458001.28829283,12.589,0.0183779759643
0.923611498437822,2458001.28880783,12.5805,0.01768473918
0.932028170986087,2458001.28931283,12.547,0.0187216452341
0.940861501730979,2458001.28984283,12.5935,0.0190722311135
0.949278166517615,2458001.29034783,12.541,0.018020821283
0.957861669982776,2458001.29086284,12.64,0.0165227116425
0.966528332792223,2458001.29138284,12.51,0.018614510458
0.975111665515215,2458001.29189784,12.519,0.0179791545901
0.98352833806257,2458001.29240284,12.5655,0.0168597153063
0.99227833095938,2458001.29292784,12.49,0.0175855054174
1.00077850433718,2458001.29343785,12.5495,0.0168597153063
1.00936183705926,2458001.29395285,12.5085,0.0172046505191
1.0181118377177,2458001.29447785,12.514,0.0168597153063
1.0266118325917,2458001.29498785,12.488,0.0168597153063
1.03511183522642,2458001.29549785,12.4545,0.0182551362714
1.04377849803677,2458001.29601785,12.497,0.0172191753705
1.05244533158839,2458001.29653786,12.4435,0.0189538914193
1.06086200413665,2458001.29704286,12.4895,0.0175855054174
1.06961200479418,2458001.29756786,12.4815,0.0175570498579
1.07811199966818,2458001.29807786,12.47,0.0179025137883
1.08669533239117,2458001.29859286,12.537,0.0172191753705
1.09527883585542,2458001.29910787,12.475,0.0182551362714
1.10394549866578,2458001.29962787,12.4815,0.018614510458
1.11236217121314,2458001.30013287,12.5065,0.0189538914193
1.12111216410995,2458001.30065787,12.4775,0.0189538914193
1.12961216674557,2458001.30116787,12.5495,0.0165075740476
1.13811216938029,2458001.30167787,12.487,0.0182825052813
1.14677900293282,2458001.30219788,12.495,0.0175570498579
1.15527899780682,2458001.30270788,12.5625,0.0175855054174
1.1638623305289,2458001.30322288,12.4955,0.0182551362714
1.17252900109997,2458001.30374288,12.5365,0.0187349939931
1.18111233382206,2458001.30425788,12.5825,0.0176210101705
1.18952899860869,2458001.30476288,12.569,0.0179652442338
1.1982791700093,2458001.30528789,12.556,0.0180277564
1.2067791648833,2458001.30579789,12.6105,0.0173493515874
1.21536249760538,2458001.30631289,12.604,0.017269916016
1.22402916817646,2458001.30683289,12.547,0.0180416185414
1.23252917081118,2458001.30734289,12.5865,0.0176210101705
1.24102933642826,2458001.3078529,12.61,0.0172843860193
1.24977933708578,2458001.3083779,12.6165,0.01768473918
1.25827933195978,2458001.3088879,12.5395,0.0194293592288
1.26677933459541,2458001.3093979,12.6485,0.0169926454548
1.27552933525294,2458001.3099229,12.674,0.0173349357921
1.28402933788857,2458001.3104329,12.6365,0.01768473918
1.29252950350474,2458001.31094291,12.611,0.0173349357921
1.30127950416318,2458001.31146791,12.5685,0.0179652442338
1.30977949903718,2458001.31197791,12.601,0.0173349357921
1.3182795016719,2458001.31248791,12.615,0.0179652442338
1.32702950233033,2458001.31301291,12.544,0.0180277564
1.33544633785914,2458001.31351792,12.5915,0.0180416185414
1.34402967058122,2458001.31403292,12.636,0.0166583312173
1.35269633339158,2458001.31455292,12.6,0.01768473918
1.36127966611366,2458001.31506792,12.6135,0.016926310875
1.36977966874838,2458001.31557792,12.6025,0.0169926454548
1.37844633155873,2458001.31609792,12.5755,0.0183779759643
1.38694650493562,2458001.31660793,12.5855,0.0186748493831
1.39544649980962,2458001.31711793,12.575,0.01768473918
1.40419650046806,2458001.31764293,12.6215,0.0163018403741
1.41252983516733,2458001.31814293,12.612,0.01768473918
1.42127983582577,2458001.31866793,12.6165,0.01768473918
1.42977983069977,2458001.31917793,12.582,0.0180416185414
1.43844666425139,2458001.31969794,12.651,0.0175855054174
1.44694666688702,2458001.32020794,12.625,0.0169263108776
1.45561333745718,2458001.32072794,12.6215,0.0176210101705
1.46403000224382,2458001.32123294,12.5925,0.0180277564
1.47278000290225,2458001.32175794,12.7065,0.0163018403741
1.48136333562434,2458001.32227294,12.6325,0.017621010191
1.48969683330506,2458001.32277295,12.639,0.016926310875
