Phase,BJD,JD,V,V_error
1.6062143578,2457615.26697908,2457615.26671,17.569,0.0701783442
1.6126856979,2457615.26745904,2457615.26719,17.592,0.0691809222
1.619157038,2457615.267939,2457615.26767,17.568,0.0681835757
1.6256283782,2457615.26841896,2457615.26815,17.554,0.0701783442
1.6318300608,2457615.26887892,2457615.26861,17.624,0.0731710325
1.6383012691,2457615.26935887,2457615.26909,17.468,0.0651920241
1.6447726092,2457615.26983883,2457615.26957,17.586,0.0721734023
1.6515136131,2457615.27033879,2457615.27007,17.706,0.0811541743
1.6578501213,2457615.27080875,2457615.27054,17.549,0.0681835757
1.6644561615,2457615.2712987,2457615.27103,17.475,0.0651920241
1.6771291842,2457615.27223862,2457615.27197,17.629,0.0761642961
1.6834656925,2457615.27270858,2457615.27244,17.627,0.0801560977
1.6900717326,2457615.27319853,2457615.27293,17.533,0.0691809222
1.6964082409,2457615.27366849,2457615.2734,17.564,0.0731710325
1.7027447554,2457615.27413845,2457615.27387,17.401,0.061204575
1.7158221357,2457615.27510836,2457615.27484,17.421,0.0622012862
1.7222934758,2457615.27558832,2457615.27532,17.608,0.0741687266
1.7287648159,2457615.27606828,2457615.2758,17.46,0.0631981012
1.735236156,2457615.27654824,2457615.27628,17.572,0.0711758386
1.7417075024,2457615.2770282,2457615.27676,17.377,0.0602079729
1.7479090469,2457615.27748815,2457615.27722,17.553,0.0701783442
1.7543803871,2457615.27796811,2457615.2777,17.658,0.0761642961
1.7673230673,2457615.27892803,2457615.27866,17.456,0.0622012862
1.7735247499,2457615.27938799,2457615.27912,17.232,0.0512445119
1.7804004476,2457615.27989794,2457615.27963,17.231,0.0522398315
1.7870066196,2457615.2803879,2457615.28012,17.429,0.0592114854
1.7932083022,2457615.28084786,2457615.28058,17.452,0.0691809222
1.7995448104,2457615.28131782,2457615.28105,17.463,0.0842140131
1.8061508506,2457615.28180777,2457615.28154,17.646,0.0951892851
1.8124873588,2457615.28227773,2457615.28201,17.401,0.0782304289
1.8188238734,2457615.28274769,2457615.28248,17.387,0.0813019065
1.8251603816,2457615.28321765,2457615.28295,17.083,0.06239391
1.8317664218,2457615.2837076,2457615.28344,17.587,0.1031746093
1.83810293,2457615.28417756,2457615.28391,17.539,0.0911975877
1.844709102,2457615.28466752,2457615.2844,17.504,0.0792275205
1.8511804484,2457615.28514748,2457615.28488,17.409,0.0742428448
1.8577866204,2457615.28563744,2457615.28537,17.461,0.0762364742
1.8641229968,2457615.28610739,2457615.28584,17.397,0.0712530701
1.870459505,2457615.28657735,2457615.28631,17.509,0.0801560977
1.8767960133,2457615.28704731,2457615.28678,17.184,0.0532353266
1.8834021916,2457615.28753727,2457615.28727,17.517,0.0771621669
1.8897385617,2457615.28800722,2457615.28774,17.387,0.0691809222
1.8960750762,2457615.28847718,2457615.28821,17.502,0.0761642961
1.9024115844,2457615.28894714,2457615.28868,17.379,0.0651920241
1.9091525883,2457615.2894471,2457615.28918,17.468,0.0711758386
1.9154891028,2457615.28991706,2457615.28965,17.404,0.0671863081
1.9220951367,2457615.29040701,2457615.29014,17.561,0.0751664819
1.9412394996,2457615.29182689,2457615.29156,17.307,0.0602079729
1.9477107079,2457615.29230684,2457615.29204,17.181,0.0532353266
1.954182048,2457615.2927868,2457615.29252,17.478,0.0691809222
1.9606533944,2457615.29326676,2457615.293,17.435,0.0651920241
1.9668550707,2457615.29372672,2457615.29346,17.142,0.0532353266
1.9738656003,2457615.29424667,2457615.29398,17.123,0.048259714
1.9803369467,2457615.29472663,2457615.29446,17.326,0.0592114854
1.986538623,2457615.29518659,2457615.29492,17.295,0.0582151183
1.9994813095,2457615.29614651,2457615.29588,17.301,0.0592114854
2.0058176859,2457615.29661646,2457615.29635,17.222,0.0512445119
2.0121541942,2457615.29708642,2457615.29682,17.216,0.0562227712
2.0184907024,2457615.29755638,2457615.29729,17.312,0.0592114854
2.0250968744,2457615.29804634,2457615.29778,17.211,0.0542309875
2.0315680827,2457615.29852629,2457615.29826,17.358,0.0592114854
2.0381742547,2457615.29901625,2457615.29875,17.359,0.0631981012
2.0447804267,2457615.29950621,2457615.29924,17.042,0.0432897216
2.0511169412,2457615.29997617,2457615.29971,17.129,0.0522398315
2.0573184857,2457615.30043612,2457615.30017,17.17,0.0502493781
2.0637898258,2457615.30091608,2457615.30065,17.267,0.0562227712
2.070261166,2457615.30139604,2457615.30113,17.284,0.0562227712
2.0767325124,2457615.301876,2457615.30161,17.269,0.0552268051
2.0832037206,2457615.30235595,2457615.30209,17.178,0.0512445119
2.0895402289,2457615.30282591,2457615.30256,17.252,0.0552268051
2.0958767371,2457615.30329587,2457615.30303,17.403,0.0691809222
2.102617741,2457615.30379583,2457615.30353,17.307,0.057218878
2.1089542555,2457615.30426579,2457615.304,17.315,0.0602079729
2.1220316358,2457615.3052357,2457615.30497,17.242,0.0573149195
2.1282333121,2457615.30569566,2457615.30543,17.223,0.0542309875
2.1347046523,2457615.30617562,2457615.30591,17.301,0.0582151183
2.1411759987,2457615.30665558,2457615.30639,17.425,0.0651920241
2.1603202234,2457615.30807545,2457615.30781,17.23,0.0582151183
2.1736672675,2457615.30906536,2457615.3088,17.319,0.0622012862
2.1798689438,2457615.30952532,2457615.30926,17.144,0.0502493781
2.1864751158,2457615.31001528,2457615.30975,17.376,0.0641950154
2.1928114922,2457615.31048523,2457615.31022,17.267,0.0562227712
2.1994176642,2457615.31097519,2457615.31071,17.253,0.0592114854
2.2057541787,2457615.31144515,2457615.31118,17.348,0.0681835757
2.2119558551,2457615.31190511,2457615.31164,17.38,0.0691809222
2.2184272015,2457615.31238507,2457615.31212,17.257,0.0602079729
2.2248984035,2457615.31286502,2457615.3126,17.327,0.066189123
2.2381107538,2457615.31384494,2457615.31358,17.34,0.0622012862
2.2445819558,2457615.31432489,2457615.31406,17.374,0.0691809222
2.2510533022,2457615.31480485,2457615.31454,17.264,0.061204575
2.2572549785,2457615.31526481,2457615.315,17.477,0.0751664819
2.270197665,2457615.31622473,2457615.31596,17.259,0.0602079729
2.2766688733,2457615.31670468,2457615.31644,17.301,0.0602079729
2.2828705497,2457615.31716464,2457615.3169,17.389,0.0691809222
2.2893418898,2457615.3176446,2457615.31738,17.446,0.0741687266
2.2962177256,2457615.31815456,2457615.31789,17.423,0.0721734023
2.302554102,2457615.31862451,2457615.31836,17.567,0.0792275205
2.3088906102,2457615.31909447,2457615.31883,17.483,0.0771621669
2.3218332967,2457615.32005439,2457615.31979,17.463,0.0751664819
2.3280349794,2457615.32051435,2457615.32025,17.608,0.0842140131
2.3345061813,2457615.3209943,2457615.32073,17.597,0.0862090482
2.3411123533,2457615.32148426,2457615.32122,17.393,0.066189123
2.3475836997,2457615.32196422,2457615.3217,17.496,0.0711758386
2.3540550399,2457615.32244418,2457615.32218,17.537,0.0791580697
2.36066108,2457615.32293413,2457615.32267,17.296,0.0632850693
2.3671324201,2457615.32341409,2457615.32315,17.347,0.0672681202
2.3733340965,2457615.32387405,2457615.32361,17.588,0.0842140131
2.3798054429,2457615.32435401,2457615.32409,17.438,0.1072986486
2.3862766449,2457615.32483396,2457615.32457,17.559,0.123259888
2.3928828232,2457615.32532392,2457615.32506,17.558,0.1213342491
2.3992193314,2457615.32579388,2457615.32553,17.629,0.1252557384
2.4055558397,2457615.32626384,2457615.326,17.546,0.1052330746
2.4249697345,2457615.32770371,2457615.32744,17.863,0.1101635148
2.4315759065,2457615.32819367,2457615.32793,17.441,0.0722495675
2.4380471084,2457615.32867362,2457615.32841,17.501,0.0802246845
2.4445184548,2457615.32915358,2457615.32889,17.545,0.0782304289
2.4507201312,2457615.32961354,2457615.32935,17.577,0.0882043083
2.4571914776,2457615.3300935,2457615.32983,17.774,0.0961873173
2.4636626796,2457615.33057345,2457615.33031,17.551,0.0822192192
2.470134026,2457615.33105341,2457615.33079,17.4,0.0672681202
2.4763357024,2457615.33151337,2457615.33125,17.636,0.0901997783
2.4826722169,2457615.33198333,2457615.33172,17.286,0.0662721661
2.4961540865,2457615.33298324,2457615.33272,17.58,0.0892020179
2.5023557692,2457615.3334432,2457615.33318,17.5,0.0792275205
2.5152983176,2457615.33440311,2457615.33414,17.595,0.0882043083
2.5217696577,2457615.33488307,2457615.33462,17.651,0.0971853898
2.5344426804,2457615.33582299,2457615.33556,17.625,0.0921954446
2.5409140206,2457615.33630295,2457615.33604,17.522,0.0882043083
2.5475200607,2457615.3367929,2457615.33653,17.877,0.1201499064
2.5605975728,2457615.33776282,2457615.3375,17.798,0.1121605991
2.5669340811,2457615.33823278,2457615.33797,17.702,0.1031746093
2.5732704575,2457615.33870273,2457615.33844,17.663,0.1001798383
2.579606972,2457615.33917269,2457615.33891,18.005,0.1291394595
2.586213144,2457615.33966265,2457615.3394,17.596,0.0991816515
2.5926844841,2457615.34014261,2457615.33988,17.992,0.1301383879
2.6053573687,2457615.34108252,2457615.34082,17.435,0.0772334125
2.6118287151,2457615.34156248,2457615.3413,17.56,0.0931933474
2.6184348871,2457615.34205244,2457615.34179,17.547,0.0901997783
2.6249060891,2457615.34253239,2457615.34227,17.912,0.1251439172
2.6313774355,2457615.34301235,2457615.34275,17.587,0.0911975877
2.6378487757,2457615.34349231,2457615.34323,17.695,0.0991816515
2.6506564922,2457615.34444222,2457615.34418,17.554,0.0901997783
2.6569930067,2457615.34491218,2457615.34465,17.595,0.0961873173
2.6635991787,2457615.34540214,2457615.34514,17.338,0.0732461603
2.6699356869,2457615.3458721,2457615.34561,17.559,0.0941912947
2.6762721952,2457615.34634206,2457615.34608,17.206,0.0693541635
2.6831478991,2457615.34685201,2457615.34659,17.71,0.1111620439
2.69568609,2457615.34778193,2457615.34752,17.167,0.066370174
2.7022921238,2457615.34827188,2457615.34801,17.163,0.0703491293
2.7088982958,2457615.34876184,2457615.3485,17.205,0.0703491293
2.7343790351,2457615.35065167,2457615.35039,17.555,0.1012422837
2.7408503815,2457615.35113163,2457615.35087,17.419,0.0872811549
