Phase,BJD,JD,V,V_error
2.0126312279,2457610.3279328,2457610.32723,14.049,0.0116619038
2.0166757449,2457610.32823277,2457610.32753,14.042,0.0116619038
2.0208551,2457610.32854274,2457610.32784,14.067,0.0130384048
2.024899755,2457610.32884272,2457610.32814,14.073,0.0116619038
2.0293487676,2457610.32917269,2457610.32847,14.07,0.0116619038
2.0333932908,2457610.32947266,2457610.32877,14.061,0.0116619038
2.0374378078,2457610.32977263,2457610.32907,14.051,0.0116619038
2.0416172947,2457610.33008261,2457610.32938,14.067,0.0116619038
2.045661818,2457610.33038258,2457610.32968,14.076,0.0116619038
2.0495715093,2457610.33067255,2457610.32997,14.068,0.0116619038
2.0536161644,2457610.33097253,2457610.33027,14.051,0.0116619038
2.0576606876,2457610.3312725,2457610.33057,14.077,0.0108166538
2.0619748683,2457610.33159247,2457610.33089,14.083,0.0116619038
2.0660193915,2457610.33189244,2457610.33119,14.062,0.0116619038
2.0703337104,2457610.33221242,2457610.33151,14.079,0.0114017543
2.0743782273,2457610.33251239,2457610.33181,14.061,0.0116619038
2.0785575824,2457610.33282236,2457610.33212,14.075,0.0116619038
2.0826020993,2457610.33312233,2457610.33242,14.065,0.0108166538
2.0867815863,2457610.33343231,2457610.33273,14.069,0.0122065556
2.0906912776,2457610.33372228,2457610.33302,14.048,0.0152643375
2.0950054646,2457610.33404225,2457610.33334,14.035,0.0246981781
2.0989152878,2457610.33433223,2457610.33363,13.993,0.0372155881
2.1071391598,2457610.33494217,2457610.33424,14.03,0.0449444101
2.111318515,2457610.33525214,2457610.33455,13.975,0.0444184646
2.1154980019,2457610.33556212,2457610.33486,14.045,0.0434165867
2.1196773507,2457610.33587209,2457610.33517,13.976,0.0358468967
2.1237218739,2457610.33617206,2457610.33547,14.057,0.0296816442
2.1279012228,2457610.33648203,2457610.33578,13.999,0.0233238076
2.1319458778,2457610.33678201,2457610.33608,14.026,0.0174928557
2.1358555692,2457610.33707198,2457610.33637,14.098,0.0144222051
2.1399002243,2457610.33737196,2457610.33667,14.106,0.0136014705
2.1439447475,2457610.33767193,2457610.33697,14.036,0.0125299641
2.1482589282,2457610.3379919,2457610.33729,14.066,0.0122065556
2.1524382833,2457610.33830187,2457610.3376,14.05,0.0108166538
2.1564829384,2457610.33860185,2457610.3379,14.087,0.0108166538
2.1606622935,2457610.33891182,2457610.33821,14.076,0.0108166538
2.1648416423,2457610.33922179,2457610.33852,14.084,0.0116619038
2.1690209974,2457610.33953176,2457610.33883,14.113,0.0108166538
2.1730656524,2457610.33983174,2457610.33913,14.047,0.0108166538
2.1769753438,2457610.34012171,2457610.33942,14.11,0.0108166538
2.1810198607,2457610.34042168,2457610.33972,14.062,0.0122065556
2.1850645158,2457610.34072166,2457610.34002,14.069,0.0116619038
2.1892438709,2457610.34103163,2457610.34033,14.083,0.0116619038
2.1938277154,2457610.3413716,2457610.34067,14.082,0.0116619038
2.1976027067,2457610.34165158,2457610.34095,14.074,0.0122065556
2.2017820618,2457610.34196155,2457610.34126,14.106,0.0122065556
2.2059614106,2457610.34227152,2457610.34157,14.09,0.0136014705
2.2100059338,2457610.34257149,2457610.34187,14.076,0.0144222051
2.2140505889,2457610.34287147,2457610.34217,14.045,0.0161245155
2.2179602802,2457610.34316144,2457610.34246,14.053,0.0174928557
2.2220048035,2457610.34346141,2457610.34276,14.089,0.0180277564
2.2261842904,2457610.34377139,2457610.34307,14.023,0.0188679623
2.2302288073,2457610.34407136,2457610.34337,14.068,0.0197230829
2.2346778262,2457610.34440133,2457610.3437,14.091,0.0188679623
2.2387223432,2457610.3447013,2457610.344,14.026,0.0197230829
2.2427669982,2457610.34500128,2457610.3443,13.992,0.0214709106
2.2469463533,2457610.34531125,2457610.34461,14.135,0.020808652
2.2509908766,2457610.34561122,2457610.34491,14.117,0.0194164878
2.2550355316,2457610.3459112,2457610.34521,14.118,0.0216333077
2.2593497123,2457610.34623117,2457610.34553,14.132,0.0202484567
2.2632594037,2457610.34652114,2457610.34582,14.015,0.0233238076
2.2673039269,2457610.34682111,2457610.34612,14.087,0.0188679623
2.271348582,2457610.34712109,2457610.34642,14.08,0.0144222051
2.2756627627,2457610.34744106,2457610.34674,14.089,0.0144222051
2.2797072859,2457610.34774103,2457610.34704,14.122,0.0136014705
2.283751941,2457610.34804101,2457610.34734,14.115,0.0144222051
2.2880661217,2457610.34836098,2457610.34766,14.165,0.0144222051
2.2922454768,2457610.34867095,2457610.34797,14.145,0.020808652
2.2962899937,2457610.34897092,2457610.34827,14.169,0.0324499615
2.3003346488,2457610.3492709,2457610.34857,14.047,0.0444184646
2.3042443401,2457610.34956087,2457610.34886,14.106,0.0424381903
2.3082888633,2457610.34986084,2457610.34916,14.076,0.0413400532
2.3123335184,2457610.35016082,2457610.34946,14.137,0.0294108823
2.316782531,2457610.35049079,2457610.34979,14.121,0.0260768096
2.3208270542,2457610.35079076,2457610.35009,14.144,0.020808652
2.3290510644,2457610.35140071,2457610.3507,14.104,0.0130384048
2.3332304132,2457610.35171068,2457610.35101,14.084,0.0122065556
2.3372749364,2457610.35201065,2457610.35131,14.121,0.0122065556
2.3413194534,2457610.35231062,2457610.35161,14.135,0.0108166538
2.3452292828,2457610.3526006,2457610.3519,14.099,0.0108166538
2.3492737998,2457610.35290057,2457610.3522,14.125,0.0116619038
2.3534531549,2457610.35321054,2457610.35251,14.13,0.0108166538
2.3580369993,2457610.35355051,2457610.35285,14.119,0.0116619038
2.3619468225,2457610.35384049,2457610.35314,14.096,0.0116619038
2.3659913458,2457610.35414046,2457610.35344,14.109,0.0108166538
2.370035869,2457610.35444043,2457610.35374,14.117,0.0108166538
2.3743501815,2457610.35476041,2457610.35406,14.141,0.0122065556
2.3783947048,2457610.35506038,2457610.35436,14.1,0.0108166538
2.382439228,2457610.35536035,2457610.35466,14.11,0.0116619038
2.3863490512,2457610.35565033,2457610.35495,14.123,0.0116619038
2.3905284063,2457610.3559603,2457610.35526,14.148,0.0114017543
2.3945729232,2457610.35626027,2457610.35556,14.112,0.0108166538
2.3991567677,2457610.35660024,2457610.3559,14.142,0.0116619038
2.4030665971,2457610.35689022,2457610.35619,14.121,0.0108166538
2.4071111141,2457610.35719019,2457610.35649,14.148,0.0116619038
2.4111556373,2457610.35749016,2457610.35679,14.109,0.0116619038
2.4153351243,2457610.35780014,2457610.3571,14.074,0.0122065556
2.4193796475,2457610.35810011,2457610.3574,14.116,0.0122065556
2.4235589963,2457610.35841008,2457610.35771,14.127,0.0122065556
2.4277383514,2457610.35872005,2457610.35802,14.088,0.0108166538
2.4315133427,2457610.35900003,2457610.3583,14.158,0.0108166538
2.4356926978,2457610.35931,2457610.35861,14.116,0.0122065556
2.4401417104,2457610.35963997,2457610.35894,14.107,0.0122065556
2.4440515336,2457610.35992995,2457610.35923,14.101,0.0114017543
2.4480960568,2457610.36022992,2457610.35953,14.117,0.0108166538
2.4521405738,2457610.36052989,2457610.35983,14.097,0.0116619038
2.4563199289,2457610.36083986,2457610.36014,14.115,0.0108166538
2.4606342477,2457610.36115984,2457610.36046,14.131,0.0116619038
2.4646787646,2457610.36145981,2457610.36076,14.126,0.0114017543
2.4687232879,2457610.36175978,2457610.36106,14.123,0.0108166538
2.472633111,2457610.36204976,2457610.36135,14.124,0.0108166538
2.4766776343,2457610.36234973,2457610.36165,14.101,0.0122065556
2.4811266468,2457610.3626797,2457610.36198,14.119,0.0122065556
2.4850363382,2457610.36296967,2457610.36227,14.137,0.0122065556
2.489350657,2457610.36328965,2457610.36259,14.101,0.0125299641
2.4933951802,2457610.36358962,2457610.36289,14.123,0.0122065556
2.4974396972,2457610.36388959,2457610.36319,14.138,0.0122065556
2.5016190523,2457610.36419956,2457610.3635,14.093,0.0122065556
2.5056637074,2457610.36449954,2457610.3638,14.127,0.0122065556
2.5097082306,2457610.36479951,2457610.3641,14.174,0.0122065556
2.5136180538,2457610.36508949,2457610.36439,14.128,0.0122065556
2.517662577,2457610.36538946,2457610.36469,14.12,0.0122065556
