BJD,JD,V,V_error
2457808.41658313,2457808.41523,16.9406666667,0.0200030114
2457808.41669313,2457808.41534,16.943,0.0202295671
2457808.41681313,2457808.41546,16.9706666667,0.0200548894
2457808.41692313,2457808.41557,16.9433333333,0.0202127916
2457808.41704312,2457808.41569,17.012,0.0211555417
2457808.41716312,2457808.41581,16.9913333333,0.0201968634
2457808.41727311,2457808.41592,17.013,0.0211403239
2457808.41739311,2457808.41604,16.9803333333,0.0203868195
2457808.41750311,2457808.41615,16.964,0.0201453511
2457808.4176231,2457808.41627,17.043,0.0211403239
2457808.4177431,2457808.41639,17.039,0.0210911159
2457808.4178531,2457808.4165,17.0316666667,0.0209705535
2457808.4179731,2457808.41662,17.0603333333,0.0211224351
2457808.41808309,2457808.41673,17.1303333333,0.0229172116
2457808.41820309,2457808.41685,17.103,0.0239981935
2457808.41831309,2457808.41696,17.1226666667,0.023866079
2457808.41843308,2457808.41708,17.076,0.0220562649
2457808.41855308,2457808.4172,17.0773333333,0.0211063692
2457808.41866308,2457808.41731,17.0843333333,0.0229964165
2457808.41878307,2457808.41743,17.0583333333,0.0230555187
2457808.41889307,2457808.41754,17.0283333333,0.0221033243
2457808.41901306,2457808.41766,17.0036666667,0.022118666
2457808.41913306,2457808.41778,17.0286666667,0.0211063692
2457808.41924306,2457808.41789,17.085,0.0220887594
2457808.41936306,2457808.41801,17.0806666667,0.0209705535
2457808.41947305,2457808.41812,17.1196666667,0.0229172116
2457808.41959305,2457808.41824,17.039,0.022041669
2457808.41971305,2457808.41836,17.0466666667,0.0221033243
2457808.41982304,2457808.41847,17.134,0.0240751601
2457808.41994304,2457808.41859,17.011,0.0209902293
2457808.42005303,2457808.4187,17.105,0.0209406687
2457808.42017303,2457808.41882,17.043,0.0201453511
2457808.42028303,2457808.41893,17.082,0.0220887594
2457808.42040303,2457808.41905,17.0013333333,0.0202295671
2457808.42052302,2457808.41917,17.0283333333,0.0220716394
2457808.42063302,2457808.41928,17.06,0.0220887594
2457808.42075302,2457808.4194,17.05,0.0220887594
2457808.42086301,2457808.41951,17.0653333333,0.0220100649
2457808.42098301,2457808.41963,16.9866666667,0.0211555417
2457808.421103,2457808.41975,16.9516666667,0.0201453511
2457808.421213,2457808.41986,17.0156666667,0.0211063692
2457808.421333,2457808.41998,16.989,0.0192591093
2457808.421443,2457808.42009,16.9423333333,0.0202127916
2457808.42156299,2457808.42021,16.9266666667,0.0202127916
2457808.42168299,2457808.42033,16.9353333333,0.0192050819
2457808.42179299,2457808.42044,16.9253333333,0.0192050819
2457808.42191298,2457808.42056,16.9926666667,0.0201453511
2457808.42202298,2457808.42067,16.9963333333,0.0201613199
2457808.42214298,2457808.42079,17.0043333333,0.0210911159
2457808.42226297,2457808.42091,16.997,0.0211259185
2457808.42237297,2457808.42102,16.987,0.0212571363
2457808.42249297,2457808.42114,16.9186666667,0.0202127916
2457808.42260296,2457808.42125,17.004,0.0201613199
2457808.42272296,2457808.42137,17.0056666667,0.0211403239
2457808.42283296,2457808.42148,17.0096666667,0.0210200437
2457808.42295295,2457808.4216,17.0646666667,0.0219590206
2457808.42307295,2457808.42172,17.0146666667,0.0211555417
2457808.42318295,2457808.42183,16.989,0.0201817847
2457808.42330294,2457808.42195,17.0243333333,0.0211259185
2457808.42341294,2457808.42206,16.9873333333,0.0192934027
2457808.42353294,2457808.42218,17.037,0.0211403239
2457808.42365293,2457808.4223,17.0106666667,0.0221033243
2457808.42376293,2457808.42241,16.9863333333,0.0201613199
2457808.42388293,2457808.42253,16.989,0.0221540361
2457808.42399292,2457808.42264,16.9783333333,0.0201453511
2457808.42411292,2457808.42276,16.951,0.0202127916
2457808.42423292,2457808.42288,16.8933333333,0.0183454884
2457808.42434291,2457808.42299,16.8686666667,0.019440781
2457808.42446291,2457808.42311,16.906,0.0192218319
2457808.42457291,2457808.42322,16.9176666667,0.0192758124
2457808.4246929,2457808.42334,16.9073333333,0.0201453511
2457808.4248129,2457808.42346,16.9293333333,0.0201613199
