BJD,JD,V,V_error
2455918.65940718,2455918.65697,17.284,0.108
2455918.66220717,2455918.65977,17.331,0.106
2455918.66503716,2455918.6626,17.564,0.141
2455918.66786715,2455918.66543,17.149,0.092
2455918.67194714,2455918.66951,17.239,0.105
2455918.712937,2455918.7105,17.433,0.131
2455918.71514699,2455918.71271,17.37,0.11
2455918.71737698,2455918.71494,17.215,0.096
2455918.71958697,2455918.71715,17.044,0.089
2455918.72179697,2455918.71936,17.035,0.088
2455918.72403696,2455918.7216,17.134,0.1
2455918.72626695,2455918.72383,17.041,0.084
2455918.72848694,2455918.72605,17.388,0.112
2455918.73071694,2455918.72828,17.124,0.091
2455918.73293693,2455918.7305,17.04,0.103
2455918.73516692,2455918.73273,17.198,0.104
2455918.73740691,2455918.73497,17.184,0.107
2455918.7396369,2455918.7372,17.421,0.137
2455918.74856687,2455918.74613,17.301,0.228
2455918.7702568,2455918.76782,17.308,0.217
2456524.17797701,2456524.178009,17.5828,0.1062
2456524.17976006,2456524.179792,17.4661,0.0992
