BJD,JD,V ,V_error
2456489.60057197,2456489.59771,13.579,0.009
2456489.60381171,2456489.60095,13.639,0.009
2456489.60704145,2456489.60418,13.657,0.009
2456489.61029118,2456489.60743,13.638,0.009
2456489.61353092,2456489.61067,13.632,0.009
2456489.61676066,2456489.6139,13.654,0.009
2456489.6200004,2456489.61714,13.667,0.01
2456489.62324014,2456489.62038,13.692,0.01
2456489.62648987,2456489.62363,13.658,0.01
2456489.62973961,2456489.62688,13.668,0.01
2456489.63298935,2456489.63013,13.704,0.011
2456489.63623909,2456489.63338,13.698,0.011
2456489.63948882,2456489.63663,13.698,0.01
2456489.64273856,2456489.63988,13.73,0.013
2456489.6460083,2456489.64315,13.73,0.015
2456489.64924804,2456489.64639,13.741,0.013
2456489.65249777,2456489.64964,13.722,0.011
2456489.65576751,2456489.65291,13.683,0.011
2456489.65901725,2456489.65616,13.665,0.01
2456489.66226698,2456489.65941,13.65,0.01
2456490.46928156,2456490.46649,13.753,0.011
2456490.47214133,2456490.46935,13.715,0.01
2456490.4750011,2456490.47221,13.73,0.01
2456490.47787087,2456490.47508,13.766,0.01
2456490.48073063,2456490.47794,13.769,0.01
2456490.4836004,2456490.48081,13.788,0.011
2456490.48647017,2456490.48368,13.79,0.01
2456490.48932993,2456490.48654,13.796,0.01
2456490.4921997,2456490.48941,13.811,0.014
2456490.49506947,2456490.49228,13.809,0.01
2456490.49793923,2456490.49515,13.758,0.01
2456490.500809,2456490.49802,13.769,0.011
2456490.50367877,2456490.50089,13.754,0.011
2456490.50676852,2456490.50398,13.734,0.01
2456490.51012824,2456490.50734,13.691,0.01
2456490.51346797,2456490.51068,13.699,0.01
2456490.5168177,2456490.51403,13.704,0.01
2456490.52016743,2456490.51738,13.709,0.01
2456490.52352715,2456490.52074,13.711,0.01
2456490.52688688,2456490.5241,13.722,0.01
2456490.53011662,2456490.52733,13.726,0.01
2456490.53334636,2456490.53056,13.704,0.01
2456490.53656609,2456490.53378,13.761,0.011
2456490.53979583,2456490.53701,13.763,0.01
2456490.54302557,2456490.54024,13.762,0.011
2456490.5462553,2456490.54347,13.775,0.01
2456490.54948504,2456490.5467,13.763,0.01
2456490.55271478,2456490.54993,13.753,0.01
2456490.55594452,2456490.55316,13.789,0.01
2456490.55917425,2456490.55639,13.786,0.011
2456490.56240399,2456490.55962,13.786,0.01
2456490.56564373,2456490.56286,13.796,0.01
2456490.56887347,2456490.56609,13.796,0.011
2456490.5721032,2456490.56932,13.766,0.011
2456490.57534294,2456490.57256,13.782,0.01
2456490.57858268,2456490.5758,13.753,0.01
2456490.58181241,2456490.57903,13.73,0.01
2456490.58505215,2456490.58227,13.718,0.011
2456490.58829189,2456490.58551,13.716,0.011
2456490.59153162,2456490.58875,13.709,0.01
2456490.59477136,2456490.59199,13.727,0.01
2456490.59801109,2456490.59523,13.735,0.011
2456490.60125083,2456490.59847,13.758,0.011
2456490.60449057,2456490.60171,13.717,0.011
2456490.6077503,2456490.60497,13.706,0.011
2456490.61099004,2456490.60821,13.723,0.011
2456490.61422977,2456490.61145,13.751,0.012
2456490.61746951,2456490.61469,13.775,0.012
2456490.62072925,2456490.61795,13.788,0.012
2456490.62397898,2456490.6212,13.758,0.013
2456490.62723872,2456490.62446,13.79,0.013
2456490.63049845,2456490.62772,13.786,0.012
2456490.63374819,2456490.63097,13.772,0.013
2456490.63701792,2456490.63424,13.825,0.013
2456490.64027766,2456490.6375,13.802,0.012
2456490.64353739,2456490.64076,13.818,0.013
2456490.64679713,2456490.64402,13.785,0.013
2456490.65005686,2456490.64728,13.775,0.013
2456490.6533066,2456490.65053,13.773,0.013
2456490.65657633,2456490.6538,13.793,0.014
2456490.65983606,2456490.65706,13.735,0.014
2456491.47161981,2456491.46891,13.931,0.013
2456491.47446957,2456491.47176,13.958,0.013
2456491.47732934,2456491.47462,13.97,0.013
2456491.48017911,2456491.47747,13.957,0.012
2456491.48302887,2456491.48032,13.949,0.013
2456491.48588864,2456491.48318,13.939,0.016
2456491.48874841,2456491.48604,13.959,0.016
2456491.49160817,2456491.4889,13.959,0.012
2456491.49446794,2456491.49176,13.922,0.012
2456491.4973277,2456491.49462,13.907,0.013
2456491.50018747,2456491.49748,13.92,0.012
2456491.50327722,2456491.50057,13.877,0.012
2456491.50661694,2456491.50391,13.857,0.012
2456491.50996667,2456491.50726,13.849,0.012
2456491.5133164,2456491.51061,13.836,0.012
2456491.51667612,2456491.51397,13.877,0.012
2456491.52001585,2456491.51731,13.9,0.012
2456491.52337557,2456491.52067,13.885,0.012
2456491.5267353,2456491.52403,13.905,0.012
2456491.52993503,2456491.52723,13.931,0.013
2456491.53316477,2456491.53046,13.91,0.013
2456491.53638451,2456491.53368,13.893,0.013
2456491.53959424,2456491.53689,13.893,0.013
2456491.54280398,2456491.5401,13.903,0.014
2456491.54603372,2456491.54333,13.942,0.013
2456491.54925345,2456491.54655,13.921,0.014
2456491.55247319,2456491.54977,13.904,0.079
2456491.55892266,2456491.55622,14.11,0.079
2456491.5621624,2456491.55946,14.144,0.082
2456491.56539213,2456491.56269,13.93,0.047
2456491.56861187,2456491.56591,14.038,0.031
2456491.5718416,2456491.56914,13.967,0.041
2456491.57508134,2456491.57238,13.995,0.085
2456491.57833107,2456491.57563,13.923,0.013
2456491.58154081,2456491.57884,13.926,0.013
2456491.58477054,2456491.58207,13.885,0.013
2456491.58800028,2456491.5853,13.865,0.013
2456491.59123002,2456491.58853,13.881,0.012
2456491.59445975,2456491.59176,13.929,0.013
2456491.59768949,2456491.59499,13.897,0.013
2456491.60092922,2456491.59823,13.915,0.013
2456491.60415896,2456491.60146,13.952,0.013
2456491.60739869,2456491.6047,13.9,0.013
2456491.61063843,2456491.60794,13.958,0.014
2456491.61387816,2456491.61118,13.967,0.013
2456491.61711789,2456491.61442,13.952,0.014
2456491.62035763,2456491.61766,13.961,0.013
2456491.62360736,2456491.62091,14.001,0.014
2456491.6268571,2456491.62416,13.966,0.014
2456491.63010683,2456491.62741,13.962,0.014
2456491.63335657,2456491.63066,13.991,0.014
2456491.6366163,2456491.63392,13.973,0.014
2456491.63987603,2456491.63718,13.992,0.014
2456491.64312576,2456491.64043,14.006,0.015
2456491.6463755,2456491.64368,14.009,0.015
2456491.64962523,2456491.64693,13.983,0.015
2456491.65289496,2456491.6502,13.965,0.015
2456491.6561447,2456491.65345,13.944,0.015
2456494.47477174,2456494.47231,16.688,0.075
2456494.48116121,2456494.4787,17.097,0.106
2456494.48712071,2456494.48466,16.88,0.096
2456494.49314021,2456494.49068,17.267,0.148
2456494.49994964,2456494.49749,17.112,0.117
2456494.50709905,2456494.50464,16.962,0.104
2456494.52112788,2456494.51867,16.791,0.084
2456494.52789731,2456494.52544,16.679,0.087
2456494.53465675,2456494.5322,16.638,0.089
2456494.54821562,2456494.54576,16.724,0.097
2456494.58894222,2456494.58649,16.73,0.085
2456494.59574166,2456494.59329,16.633,0.087
2456494.60254109,2456494.60009,16.694,0.082
2456494.61485006,2456494.6124,16.847,0.097
2456494.62085956,2456494.61841,16.743,0.097
2456718.52637614,2456718.523472,14.41,0.041
2456723.91733852,2456723.914,16.94,0.12
2456768.91843406,2456768.91264,17.312,0.108
2456771.91139349,2456771.90553,17.678,0.107
2456778.88261352,2456778.87664,17.91,0.164
2456799.72945717,2456799.72359,17.958,0.198
2456800.83123367,2456800.82539,17.291,0.07
2456802.83081653,2456802.82502,17.302,0.072
2456803.8268609,2456803.82109,17.476,0.076
2456806.82019538,2456806.81451,17.829,0.115
2456808.81305146,2456808.80743,17.768,0.104
2456809.81251733,2456809.80693,18.44,0.192
2456810.80437212,2456810.79882,17.588,0.094
2456811.8085051,2456811.80299,18.142,0.145
2456812.79738732,2456812.79191,17.744,0.102
2456813.80136764,2456813.79593,17.365,0.095
2456815.79197503,2456815.78662,18.07,0.185
2456816.79318155,2456816.78787,17.435,0.112
2456825.76881622,2456825.76395,17.977,0.217
2456826.12132777,2456826.116481,17.7706,0.1206
2456826.76606082,2456826.76125,17.798,0.11
2456830.75665794,2456830.75208,17.919,0.11
2456831.05776566,2456831.053206,18.3606,0.2045
2456831.74729742,2456831.74278,18.026,0.284
2456835.09467532,2456835.09037,18.6312,0.163
2456835.11586694,2456835.111563,18.2239,0.1214
2456837.7464693,2456837.74234,17.911,0.128
2456841.07330911,2456841.06941,18.6562,0.227
2456842.04811178,2456842.044282,18.5046,0.1633
2456843.07596681,2456843.072211,18.129,0.4537
2456846.99233206,2456846.988866,18.0232,0.2689
2456866.0425758,2456866.04066,18.4433,0.2144
2456873.02530245,2456873.023993,18.3153,0.3047
2457069.20121737,2457069.199583,17.2961,0.2069
2457071.26204848,2457071.260231,17.7886,0.2717
2457078.2599396,2457078.257512,15.2938,0.0286
2457080.17657169,2457080.173981,17.9131,0.2745
2457082.19870951,2457082.195949,17.6324,0.1628
2457083.28117241,2457083.278322,18.1022,0.3147
2457084.24494382,2457084.242014,17.0618,0.1456
2457084.24494382,2457084.242014,17.0586,0.1451
2457086.1850438,2457086.181956,17.1399,0.2982
2457097.20373313,2457097.199803,17.3329,0.199
2457100.17345573,2457100.169317,18.2901,0.3672
2457102.17386924,2457102.169595,17.8291,0.3053
2457103.15724431,2457103.152905,17.9901,0.3772
2457104.2422229,2457104.237813,18.1325,0.3578
2457105.24893024,2457105.244456,18.3372,0.4015
2457107.24927471,2457107.244676,17.8773,0.3888
2457110.23258875,2457110.227813,14.7115,0.0207
2457112.29271582,2457112.287824,16.6847,0.4642
2457122.25386162,2457122.248484,16.4388,0.3497
2457124.26000864,2457124.254549,16.9045,0.347
2457125.18055343,2457125.175058,18.2516,0.5227
2457126.09622387,2457126.090694,17.6686,0.4418
2457134.03437841,2457134.0286,17.6791,0.335
2457135.26812381,2457135.262315,17.1665,0.2122
2457140.28950931,2457140.2836,13.4455,0.0081
2457142.16046215,2457142.154525,15.757,0.0763
2457146.21990358,2457146.213924,16.7697,0.3232
2457150.13144811,2457150.125451,17.7926,0.3829
2457158.98912295,2457158.983171,17.5078,0.2044
2457160.97994163,2457160.974016,17.872,0.2584
2457166.16692954,2457166.1611,17.7095,0.2456
2457209.03401734,2457209.030313,12.7234,0.0077
2457210.95630566,2457210.952743,12.9378,0.009
2457210.95725459,2457210.953692,12.9408,0.0091
2457210.95820352,2457210.954641,12.9557,0.009
2457210.95915245,2457210.95559,12.9482,0.0088
2457210.96012538,2457210.956563,12.9282,0.0088
2457210.96107431,2457210.957512,12.944,0.009
2457210.96202324,2457210.958461,12.9933,0.0084
2457210.96296017,2457210.959398,12.9787,0.0088
2457210.9638981,2457210.960336,12.9596,0.0092
2457210.96484703,2457210.961285,12.9213,0.0091
2457210.96579596,2457210.962234,12.9901,0.0088
2457210.96674488,2457210.963183,12.9528,0.0087
2457210.96770581,2457210.964144,12.9396,0.0097
2457210.96865474,2457210.965093,12.9869,0.0095
2457210.96961467,2457210.966053,12.9688,0.0092
2457210.9705526,2457210.966991,12.9577,0.0096
2457210.97150153,2457210.96794,12.945,0.0097
2457210.97246146,2457210.9689,12.958,0.0092
2457210.97339939,2457210.969838,12.9623,0.009
2457210.97431332,2457210.970752,12.9877,0.0092
2457210.97523925,2457210.971678,12.9515,0.0092
2457210.97618818,2457210.972627,12.9595,0.009
2457210.97712611,2457210.973565,12.9675,0.0089
2457210.97807504,2457210.974514,12.908,0.0086
2457210.97902397,2457210.975463,12.954,0.0093
2457210.9799849,2457210.976424,12.9048,0.0091
2457210.98093383,2457210.977373,12.8746,0.0095
2457210.98188276,2457210.978322,12.9027,0.0089
2457210.98283169,2457210.979271,12.906,0.0093
2457210.98376862,2457210.980208,12.8552,0.0093
2457210.98470655,2457210.981146,12.869,0.0088
2457210.98565548,2457210.982095,12.8342,0.009
2457210.98660441,2457210.983044,12.8572,0.0089
2457210.98754134,2457210.983981,12.8183,0.009
2457210.98850226,2457210.984942,12.7979,0.009
2457210.98946319,2457210.985903,12.7972,0.0083
2457210.99042312,2457210.986863,12.7742,0.0089
2457210.99136105,2457210.987801,12.7619,0.0093
2457210.99229798,2457210.988738,12.7755,0.0088
2457210.99324791,2457210.989688,12.7624,0.0088
2457210.99419684,2457210.990637,12.7511,0.009
2457210.99513377,2457210.991574,12.7216,0.0087
2457210.9960717,2457210.992512,12.7355,0.0089
2457210.99703163,2457210.993472,12.7429,0.0092
2457210.99798056,2457210.994421,12.765,0.009
2457210.99892949,2457210.99537,12.8075,0.0086
2457210.99987842,2457210.996319,12.8184,0.0088
2457211.00082835,2457210.997269,12.7988,0.0091
2457211.00177727,2457210.998218,12.8195,0.0089
2457211.0027372,2457210.999178,12.8083,0.0096
2457211.00368613,2457211.000127,12.8807,0.009
2457211.00463506,2457211.001076,12.8526,0.009
2457211.00558399,2457211.002025,12.8473,0.0092
2457211.00652192,2457211.002963,12.8348,0.0092
2457211.00745885,2457211.0039,12.8798,0.0088
2457211.00839678,2457211.004838,12.8395,0.0093
2457211.00934571,2457211.005787,12.8745,0.0089
2457211.01030664,2457211.006748,12.8776,0.0093
2457211.01125557,2457211.007697,12.898,0.0095
2457211.0121925,2457211.008634,12.8641,0.009
2457211.01315343,2457211.009595,12.926,0.0093
2457211.01409036,2457211.010532,12.9118,0.0092
2457211.01503929,2457211.011481,12.9089,0.0095
2457211.01598922,2457211.012431,12.9534,0.0089
2457211.01694915,2457211.013391,12.9161,0.0095
2457211.01791007,2457211.014352,12.9116,0.0095
2457211.018847,2457211.015289,12.9026,0.0095
2457211.01981993,2457211.016262,12.9142,0.009
2457211.02077986,2457211.017222,12.9018,0.0097
2457211.02172879,2457211.018171,12.9126,0.0094
2457211.02268972,2457211.019132,12.8781,0.0094
2457211.02362665,2457211.020069,12.9027,0.0096
2457211.02457658,2457211.021019,12.9148,0.0095
2457211.0255365,2457211.021979,12.8903,0.01
2457211.02649743,2457211.02294,12.9523,0.0097
2457211.02745736,2457211.0239,12.9118,0.0098
2457211.02840729,2457211.02485,12.9358,0.0097
2457211.02936722,2457211.02581,12.9419,0.01
2457211.03031615,2457211.026759,12.9773,0.0097
2457211.03127708,2457211.02772,12.9379,0.0094
2457211.03221401,2457211.028657,12.9759,0.01
2457211.03316294,2457211.029606,12.9471,0.0095
2457211.03410087,2457211.030544,12.9499,0.0097
2457211.03506179,2457211.031505,12.966,0.0095
2457211.03602172,2457211.032465,12.9393,0.01
2457211.03697065,2457211.033414,12.9611,0.0097
2457211.03793158,2457211.034375,12.9605,0.0099
2457211.03888051,2457211.035324,12.9163,0.0094
2457211.03982944,2457211.036273,12.9576,0.0097
2457211.04079037,2457211.037234,12.9962,0.0097
2457211.0417393,2457211.038183,12.944,0.0102
2457211.04268823,2457211.039132,12.9656,0.0099
2457211.04363716,2457211.040081,12.9452,0.0103
2457211.04457508,2457211.041019,13.0039,0.01
2457211.04552402,2457211.041968,12.9697,0.0101
2457211.04646095,2457211.042905,12.9709,0.0101
2457211.04740987,2457211.043854,12.9667,0.0105
2457211.0483478,2457211.044792,12.9807,0.0106
2457211.04926174,2457211.045706,12.9667,0.0105
