Phase,BJD,JD,V,V_error
1.0714522645,2457609.21979038,2457609.21899,13.372,0.0107703296
1.0754969195,2457609.22009036,2457609.21929,13.334,0.0117046999
1.0798111065,2457609.22041033,2457609.21961,13.324,0.0117046999
1.0838556235,2457609.2207103,2457609.21991,13.35,0.0117046999
1.0881698104,2457609.22103027,2457609.22023,13.324,0.0107703296
1.0923492974,2457609.22134025,2457609.22054,13.376,0.0117046999
1.0965286462,2457609.22165022,2457609.22085,13.333,0.0117046999
1.1005731694,2457609.22195019,2457609.22115,13.349,0.0117046999
1.1052918458,2457609.22230016,2457609.2215,13.337,0.0117046999
1.109201669,2457609.22259014,2457609.22179,13.33,0.0117046999
1.1136506816,2457609.22292011,2457609.22212,13.344,0.0107703296
1.1176952048,2457609.22322008,2457609.22242,13.338,0.0117046999
1.1221442174,2457609.22355005,2457609.22275,13.32,0.0117046999
1.1261888724,2457609.22385003,2457609.22305,13.377,0.0107703296
1.1303682275,2457609.22416,2457609.22336,13.35,0.0117046999
1.1345475764,2457609.22446997,2457609.22367,13.378,0.0117046999
1.1391314208,2457609.22480994,2457609.22401,13.341,0.0117046999
1.143041244,2457609.22509992,2457609.2243,13.326,0.0107703296
1.1476250885,2457609.22543989,2457609.22464,13.339,0.0126491106
1.1516696117,2457609.22573986,2457609.22494,13.326,0.0117046999
1.1559837924,2457609.22605983,2457609.22526,13.344,0.0117046999
1.1600283156,2457609.2263598,2457609.22556,13.346,0.0117046999
1.1642078026,2457609.22666978,2457609.22587,13.366,0.0117046999
1.1685219833,2457609.22698975,2457609.22619,13.35,0.0117046999
1.1728361703,2457609.22730972,2457609.22651,13.361,0.0117046999
1.1768806872,2457609.22760969,2457609.22681,13.339,0.0117046999
1.1814645317,2457609.22794966,2457609.22715,13.348,0.0117046999
1.1853743611,2457609.22823964,2457609.22744,13.344,0.0117046999
1.1898233737,2457609.22856961,2457609.22777,13.364,0.0117046999
1.193867897,2457609.22886958,2457609.22807,13.394,0.0117046999
1.1983169095,2457609.22919955,2457609.2284,13.355,0.0126491106
1.2023615646,2457609.22949953,2457609.2287,13.372,0.0117046999
1.2066757453,2457609.2298195,2457609.22902,13.351,0.0117046999
1.2107202685,2457609.23011947,2457609.22932,13.346,0.0117046999
1.215304113,2457609.23045944,2457609.22966,13.379,0.0117046999
1.2192139362,2457609.23074942,2457609.22995,13.351,0.0126491106
1.2236629488,2457609.23107939,2457609.23028,13.351,0.0117046999
1.227707472,2457609.23137936,2457609.23058,13.355,0.0126491106
1.2321564846,2457609.23170933,2457609.23091,13.35,0.0126491106
1.2362011397,2457609.23200931,2457609.23121,13.371,0.0126491106
1.2405153266,2457609.23232928,2457609.23153,13.362,0.0117046999
1.2445598436,2457609.23262925,2457609.23183,13.404,0.0117046999
1.2490088624,2457609.23295922,2457609.23216,13.375,0.0126491106
1.2530533794,2457609.23325919,2457609.23246,13.346,0.0117046999
1.2576372239,2457609.23359916,2457609.2328,13.378,0.0117046999
1.2614122214,2457609.23387914,2457609.23308,13.374,0.0126491106
1.2659960659,2457609.23421911,2457609.23342,13.401,0.0117046999
1.2700405829,2457609.23451908,2457609.23372,13.348,0.0126491106
1.2744896017,2457609.23484905,2457609.23405,13.358,0.0126491106
1.2786690887,2457609.23515903,2457609.23436,13.363,0.0117046999
1.2828484375,2457609.235469,2457609.23467,13.399,0.0126491106
1.2868929607,2457609.23576897,2457609.23497,13.368,0.0126491106
1.2913419733,2457609.23609894,2457609.2353,13.365,0.0117046999
1.2953866284,2457609.23639892,2457609.2356,13.359,0.0117046999
1.299835641,2457609.23672889,2457609.23593,13.377,0.0117046999
1.3037453323,2457609.23701886,2457609.23622,13.384,0.0107703296
1.3083291768,2457609.23735883,2457609.23656,13.376,0.0117046999
1.3125085319,2457609.2376688,2457609.23687,13.369,0.0117046999
1.3166880188,2457609.23797878,2457609.23718,13.356,0.0126491106
1.3207325358,2457609.23827875,2457609.23748,13.36,0.0126491106
1.3251815483,2457609.23860872,2457609.23781,13.365,0.0117046999
1.3292262097,2457609.2389087,2457609.23811,13.353,0.0126491106
1.3336752223,2457609.23923867,2457609.23844,13.362,0.0126491106
1.3375849136,2457609.23952864,2457609.23873,13.357,0.0117046999
1.3423035837,2457609.23987861,2457609.23908,13.358,0.0117046999
1.3463481069,2457609.24017858,2457609.23938,13.386,0.0117046999
1.3505275939,2457609.24048856,2457609.23969,13.387,0.0117046999
1.3548417746,2457609.24080853,2457609.24001,13.369,0.0126491106
1.3590211297,2457609.2411185,2457609.24032,13.359,0.0126491106
1.3630656529,2457609.24141847,2457609.24062,13.396,0.0117046999
1.3673798336,2457609.24173844,2457609.24094,13.353,0.0126491106
1.3714244887,2457609.24203842,2457609.24124,13.371,0.0117046999
1.376143165,2457609.24238839,2457609.24159,13.357,0.0117046999
1.3801876882,2457609.24268836,2457609.24189,13.369,0.0117046999
1.3843670371,2457609.24299833,2457609.2422,13.36,0.0126491106
1.388681224,2457609.2433183,2457609.24252,13.379,0.0126491106
1.3928607047,2457609.24362828,2457609.24283,13.366,0.0126491106
1.3969052279,2457609.24392825,2457609.24313,13.351,0.0117046999
1.4012194149,2457609.24424822,2457609.24345,13.331,0.0126491106
1.4053988956,2457609.2445582,2457609.24376,13.361,0.0126491106
1.4099826082,2457609.24489816,2457609.2441,13.36,0.0117046999
1.4140272633,2457609.24519814,2457609.2444,13.375,0.0126491106
1.4184762759,2457609.24552811,2457609.24473,13.411,0.0126491106
1.4225207991,2457609.24582808,2457609.24503,13.406,0.0136014705
1.426700286,2457609.24613806,2457609.24534,13.353,0.0145602198
1.4308796411,2457609.24644803,2457609.24565,13.36,0.0126491106
1.4351938219,2457609.246768,2457609.24597,13.385,0.0117046999
1.4392383451,2457609.24706797,2457609.24627,13.355,0.0117046999
1.4438221895,2457609.24740794,2457609.24661,13.37,0.0126491106
1.4480016765,2457609.24771792,2457609.24692,13.367,0.0117046999
1.4523158572,2457609.24803789,2457609.24724,13.371,0.0117046999
1.4563603804,2457609.24833786,2457609.24754,13.362,0.0117046999
1.4605397292,2457609.24864783,2457609.24785,13.365,0.0126491106
1.4648539099,2457609.2489678,2457609.24817,13.357,0.0117046999
1.4690333969,2457609.24927778,2457609.24848,13.339,0.0126491106
1.473212752,2457609.24958775,2457609.24879,13.376,0.0126491106
1.4777965965,2457609.24992772,2457609.24913,13.352,0.0126491106
1.4817062878,2457609.25021769,2457609.24942,13.346,0.0126491106
1.4861554322,2457609.25054767,2457609.24975,13.345,0.0126491106
1.4901999555,2457609.25084764,2457609.25005,13.381,0.0117046999
1.4946489681,2457609.25117761,2457609.25038,13.363,0.0126491106
1.4986934913,2457609.25147758,2457609.25068,13.394,0.0126491106
1.5028729782,2457609.25178756,2457609.25099,13.367,0.0126491106
1.507052327,2457609.25209753,2457609.2513,13.413,0.0117046999
1.5115013459,2457609.2524275,2457609.25163,13.343,0.0126491106
1.5155458629,2457609.25272747,2457609.25193,13.363,0.0126491106
1.5199948754,2457609.25305744,2457609.25226,13.371,0.0126491106
1.5239047049,2457609.25334742,2457609.25255,13.344,0.0126491106
1.5284885494,2457609.25368739,2457609.25289,13.371,0.0126491106
1.5325330663,2457609.25398736,2457609.25319,13.376,0.0126491106
1.5368472533,2457609.25430733,2457609.25351,13.401,0.0126491106
1.5408919084,2457609.25460731,2457609.25381,13.366,0.0136014705
1.545340921,2457609.25493728,2457609.25414,13.365,0.0136014705
1.5493854442,2457609.25523725,2457609.25444,13.386,0.013
1.5538344568,2457609.25556722,2457609.25477,13.387,0.0148660687
1.5577441481,2457609.25585719,2457609.25506,13.373,0.0158113883
1.5623281244,2457609.25619717,2457609.2554,13.374,0.0158113883
1.5663726476,2457609.25649714,2457609.2557,13.38,0.0158113883
1.5706868284,2457609.25681711,2457609.25602,13.406,0.0148660687
1.5748661835,2457609.25712708,2457609.25633,13.415,0.0177200451
1.5791803642,2457609.25744705,2457609.25665,13.342,0.0170880075
1.5832250192,2457609.25774703,2457609.25695,13.43,0.0170880075
1.5875392062,2457609.258067,2457609.25727,13.43,0.018973666
1.591718555,2457609.25837697,2457609.25758,13.414,0.0139283883
1.5961675676,2457609.25870694,2457609.25791,13.368,0.013
1.6000773971,2457609.25899692,2457609.2582,13.364,0.0148660687
1.6046612416,2457609.25933689,2457609.25854,13.369,0.0126491106
1.6087057585,2457609.25963686,2457609.25884,13.359,0.0117046999
1.6130199455,2457609.25995683,2457609.25916,13.388,0.0126491106
1.6170646006,2457609.26025681,2457609.25946,13.355,0.0117046999
1.6215136131,2457609.26058678,2457609.25979,13.363,0.0126491106
1.6255581364,2457609.26088675,2457609.26009,13.382,0.0126491106
1.6300071489,2457609.26121672,2457609.26042,13.418,0.0117046999
1.6339168403,2457609.26150669,2457609.26071,13.409,0.0126491106
1.6385006848,2457609.26184666,2457609.26105,13.401,0.0117046999
1.6424105079,2457609.26213664,2457609.26134,13.365,0.0136014705
1.6468595205,2457609.26246661,2457609.26167,13.38,0.0126491106
1.6510388756,2457609.26277658,2457609.26198,13.401,0.013
1.6553530563,2457609.26309655,2457609.2623,13.386,0.0126491106
1.6593977114,2457609.26339653,2457609.2626,13.372,0.0126491106
1.6637118921,2457609.2637165,2457609.26292,13.364,0.0126491106
1.6677564153,2457609.26401647,2457609.26322,13.344,0.0136014705
1.6723402598,2457609.26435644,2457609.26356,13.39,0.0126491106
1.676250083,2457609.26464642,2457609.26385,13.396,0.0139283883
1.6806991019,2457609.26497639,2457609.26418,13.381,0.0148660687
1.6850132826,2457609.26529636,2457609.2645,13.383,0.0139283883
1.6891926314,2457609.26560633,2457609.26481,13.406,0.0139283883
1.6933721183,2457609.26591631,2457609.26512,13.36,0.0158113883
1.6975514734,2457609.26622628,2457609.26543,13.38,0.0158113883
1.7015959967,2457609.26652625,2457609.26573,13.355,0.0170880075
1.7060450092,2457609.26685622,2457609.26606,13.432,0.0170880075
1.7100895262,2457609.26715619,2457609.26636,13.421,0.0170880075
1.7148082025,2457609.26750616,2457609.26671,13.37,0.018973666
1.7188528576,2457609.26780614,2457609.26701,13.431,0.018973666
1.7230322127,2457609.26811611,2457609.26732,13.374,0.0211896201
1.7272115615,2457609.26842608,2457609.26763,13.405,0.0211896201
1.7315257485,2457609.26874605,2457609.26795,13.384,0.0221359436
1.7355704036,2457609.26904603,2457609.26825,13.378,0.0230867928
1.7398845843,2457609.269366,2457609.26857,13.342,0.0221359436
1.7439291075,2457609.26966597,2457609.26887,13.4,0.0234093998
1.7486477839,2457609.27001594,2457609.26922,13.334,0.027202941
1.7526923071,2457609.27031591,2457609.26952,13.396,0.0262488095
1.7570066196,2457609.27063589,2457609.26984,13.409,0.0262488095
1.7610511429,2457609.27093586,2457609.27014,13.354,0.0148660687
1.7653653236,2457609.27125583,2457609.27046,13.365,0.0148660687
1.7695446787,2457609.2715658,2457609.27077,13.4,0.0148660687
1.7737241656,2457609.27187578,2457609.27108,13.364,0.0139283883
1.7777686888,2457609.27217575,2457609.27138,13.377,0.0139283883
1.7824873589,2457609.27252572,2457609.27173,13.358,0.0136014705
1.7865318821,2457609.27282569,2457609.27203,13.356,0.0136014705
1.7909808947,2457609.27315566,2457609.27236,13.346,0.0139283883
1.7950255498,2457609.27345564,2457609.27266,13.357,0.0136014705
1.7992049049,2457609.27376561,2457609.27297,13.366,0.0136014705
1.8033842537,2457609.27407558,2457609.27328,13.397,0.0139283883
1.8075636088,2457609.27438555,2457609.27359,13.341,0.0145602198
1.8116082639,2457609.27468553,2457609.27389,13.378,0.0139283883
1.8163269402,2457609.2750355,2457609.27424,13.388,0.0148660687
1.8202366316,2457609.27532547,2457609.27453,13.37,0.0139283883
1.824820476,2457609.27566544,2457609.27487,13.361,0.0148660687
1.828864993,2457609.27596541,2457609.27517,13.361,0.0148660687
1.83317918,2457609.27628538,2457609.27549,13.361,0.0148660687
1.837223835,2457609.27658536,2457609.27579,13.352,0.0158113883
1.8415380157,2457609.27690533,2457609.27611,13.371,0.0148660687
1.8457173708,2457609.2772153,2457609.27642,13.379,0.0158113883
1.8501663834,2457609.27754527,2457609.27675,13.386,0.0148660687
1.8540762066,2457609.27783525,2457609.27704,13.397,0.0148660687
1.8586600511,2457609.27817522,2457609.27738,13.36,0.0158113883
1.8625697424,2457609.27846519,2457609.27767,13.346,0.0158113883
1.867018755,2457609.27879516,2457609.278,13.399,0.0148660687
1.8710634101,2457609.27909514,2457609.2783,13.356,0.0158113883
1.8755124289,2457609.27942511,2457609.27863,13.36,0.0148660687
1.8795569459,2457609.27972508,2457609.27893,13.362,0.0158113883
1.8838711329,2457609.28004505,2457609.27925,13.392,0.0148660687
1.8879157879,2457609.28034503,2457609.27955,13.385,0.0148660687
1.8924994943,2457609.28068499,2457609.27989,13.374,0.0148660687
1.8964093238,2457609.28097497,2457609.28018,13.433,0.0158113883
1.9009931682,2457609.28131494,2457609.28052,13.382,0.0148660687
1.9050376852,2457609.28161491,2457609.28082,13.4,0.0158113883
1.9093518721,2457609.28193488,2457609.28114,13.392,0.0158113883
1.9133965272,2457609.28223486,2457609.28144,13.336,0.0167630546
1.9177107079,2457609.28255483,2457609.28176,13.373,0.0180277564
1.921890063,2457609.2828648,2457609.28207,13.435,0.0161554944
1.9262042437,2457609.28318477,2457609.28239,13.396,0.0180277564
1.9302488988,2457609.28348475,2457609.28269,13.394,0.0180277564
1.9348327433,2457609.28382472,2457609.28303,13.413,0.018973666
1.9387424346,2457609.28411469,2457609.28332,13.376,0.0199248588
1.9431914472,2457609.28444466,2457609.28365,13.385,0.0158113883
1.9472359704,2457609.28474463,2457609.28395,13.359,0.0167630546
1.951684983,2457609.2850746,2457609.28428,13.4,0.0158113883
1.9557296381,2457609.28537458,2457609.28458,13.37,0.0158113883
1.9600438188,2457609.28569455,2457609.2849,13.347,0.0158113883
1.964088342,2457609.28599452,2457609.2852,13.394,0.0148660687
1.9686721865,2457609.28633449,2457609.28554,13.384,0.0148660687
1.9725820097,2457609.28662447,2457609.28583,13.37,0.0167630546
1.9770310285,2457609.28695444,2457609.28616,13.381,0.0158113883
1.9810755455,2457609.28725441,2457609.28646,13.348,0.0148660687
1.985524558,2457609.28758438,2457609.28679,13.35,0.0158113883
1.989704045,2457609.28789436,2457609.2871,13.371,0.0167630546
1.9938834001,2457609.28820433,2457609.28741,13.37,0.0161554944
1.9979279233,2457609.2885043,2457609.28771,13.346,0.0167630546
2.0023769359,2457609.28883427,2457609.28804,13.335,0.0167630546
2.0064214528,2457609.28913424,2457609.28834,13.382,0.0167630546
2.0108706036,2457609.28946422,2457609.28867,13.375,0.0158113883
2.0147802949,2457609.28975419,2457609.28896,13.411,0.0158113883
2.0193641394,2457609.29009416,2457609.2893,13.368,0.0158113883
2.0235434882,2457609.29040413,2457609.28961,13.361,0.0170880075
2.0277228433,2457609.2907141,2457609.28992,13.398,0.0167630546
2.0319023302,2457609.29102408,2457609.29023,13.363,0.0158113883
2.036216511,2457609.29134405,2457609.29055,13.383,0.0177200451
2.0402610342,2457609.29164402,2457609.29085,13.381,0.0177200451
2.0448448786,2457609.29198399,2457609.29119,13.364,0.0177200451
2.0487547018,2457609.29227397,2457609.29148,13.334,0.0180277564
2.0533385463,2457609.29261394,2457609.29182,13.407,0.0180277564
2.0573830695,2457609.29291391,2457609.29212,13.37,0.018973666
2.0616972502,2457609.29323388,2457609.29244,13.39,0.018973666
2.0658766053,2457609.29354385,2457609.29275,13.432,0.0180277564
2.0700559541,2457609.29385382,2457609.29306,13.453,0.018973666
2.0741006092,2457609.2941538,2457609.29336,13.378,0.018973666
2.0785496281,2457609.29448377,2457609.29369,13.357,0.020880613
2.082594145,2457609.29478374,2457609.29399,13.359,0.020880613
2.0871779895,2457609.29512371,2457609.29433,13.491,0.0193132079
2.0913574764,2457609.29543369,2457609.29464,13.391,0.0202484567
2.0956716634,2457609.29575366,2457609.29496,13.37,0.0211896201
2.0997161804,2457609.29605363,2457609.29526,13.403,0.0230867928
2.1038955355,2457609.2963636,2457609.29557,13.393,0.0221359436
2.1082098543,2457609.29668358,2457609.29589,13.362,0.025
2.1123892031,2457609.29699355,2457609.2962,13.402,0.0240416306
2.1164337264,2457609.29729352,2457609.2965,13.369,0.0243515913
