Phase,BJD,JD,V,V_error
1.1356428056,2457611.3012272,2457611.30061,15.065,0.0108166538
1.1398221607,2457611.30153717,2457611.30092,15.092,0.0108166538
1.1438666839,2457611.30183714,2457611.30122,15.063,0.0116619038
1.1480461646,2457611.30214712,2457611.30153,15.07,0.0108166538
1.1520906878,2457611.30244709,2457611.30183,15.077,0.0116619038
1.1564048748,2457611.30276706,2457611.30215,15.059,0.0108166538
1.1605843554,2457611.30307704,2457611.30246,15.067,0.0108166538
1.1646288787,2457611.30337701,2457611.30276,15.065,0.0116619038
1.1686734019,2457611.30367698,2457611.30306,15.097,0.0116619038
1.1728528888,2457611.30398696,2457611.30337,15.057,0.0122065556
1.1767625802,2457611.30427693,2457611.30366,15.083,0.0122065556
1.1808070971,2457611.3045769,2457611.30396,15.05,0.0114017543
1.1849865841,2457611.30488688,2457611.30427,15.07,0.0108166538
1.1891659392,2457611.30519685,2457611.30458,15.05,0.0108166538
1.1932104561,2457611.30549682,2457611.30488,15.101,0.0122065556
1.1973898112,2457611.30580679,2457611.30519,15.072,0.0122065556
1.20156916,2457611.30611676,2457611.3055,15.054,0.0116619038
1.2058834789,2457611.30643674,2457611.30582,15.076,0.0116619038
1.2099280021,2457611.30673671,2457611.30612,15.052,0.0108166538
1.2139725253,2457611.30703668,2457611.30642,15.065,0.0116619038
1.2178823485,2457611.30732666,2457611.30671,15.08,0.0116619038
1.2219268717,2457611.30762663,2457611.30701,15.071,0.0122065556
1.2259713887,2457611.3079266,2457611.30731,15.093,0.0122065556
1.2301508756,2457611.30823658,2457611.30762,15.05,0.0114017543
1.2341953988,2457611.30853655,2457611.30792,15.094,0.0108166538
1.2386444114,2457611.30886652,2457611.30825,15.057,0.0108166538
1.2426889346,2457611.30916649,2457611.30855,15.047,0.0108166538
1.2509129385,2457611.30977644,2457611.30916,15.062,0.0116619038
1.2549574618,2457611.31007641,2457611.30946,15.053,0.0116619038
1.2588672849,2457611.31036639,2457611.30975,15.059,0.0108166538
1.2629118082,2457611.31066636,2457611.31005,15.09,0.0122065556
1.2669563314,2457611.31096633,2457611.31035,15.047,0.0108166538
1.2712706502,2457611.31128631,2457611.31067,15.05,0.0108166538
1.275449999,2457611.31159628,2457611.31098,15.1,0.0116619038
1.2796293541,2457611.31190625,2457611.31129,15.108,0.0116619038
1.2836738711,2457611.31220622,2457611.31159,15.123,0.0152643375
1.287853358,2457611.3125162,2457611.3119,15.075,0.0216333077
1.2918978813,2457611.31281617,2457611.3122,15.133,0.026925824
1.2960772301,2457611.31312614,2457611.31251,15.11,0.0202484567
1.2999870596,2457611.31341612,2457611.3128,15.137,0.0194164878
1.3041664084,2457611.31372609,2457611.31311,15.123,0.0202484567
1.3082109316,2457611.31402606,2457611.31341,15.145,0.016643317
1.3122554548,2457611.31432603,2457611.31371,15.168,0.016643317
1.3164349418,2457611.31463601,2457611.31402,15.152,0.0144222051
1.3247936457,2457611.31525595,2457611.31464,15.118,0.0144222051
1.3289729945,2457611.31556592,2457611.31495,15.106,0.0152643375
1.3371970047,2457611.31617587,2457611.31556,15.111,0.016643317
1.3412415216,2457611.31647584,2457611.31586,15.085,0.0152643375
1.3451513511,2457611.31676582,2457611.31615,15.133,0.0174928557
1.349195868,2457611.31706579,2457611.31645,15.058,0.0174928557
1.3532405294,2457611.31736577,2457611.31675,15.062,0.0238537209
1.3575547101,2457611.31768574,2457611.31707,15.043,0.0202484567
1.3617340589,2457611.31799571,2457611.31738,15.04,0.0194164878
1.365913414,2457611.31830568,2457611.31769,15.034,0.0180277564
1.3741374242,2457611.31891563,2457611.3183,15.072,0.016643317
1.378316773,2457611.3192256,2457611.31861,15.074,0.0180277564
1.3823612962,2457611.31952557,2457611.31891,15.092,0.0188679623
1.3862711194,2457611.31981555,2457611.3192,15.044,0.0180277564
1.3903156427,2457611.32011552,2457611.3195,15.103,0.0194164878
1.3985396465,2457611.32072547,2457611.32011,15.117,0.0255538647
1.4028538335,2457611.32104544,2457611.32043,15.097,0.0224722051
1.4068983505,2457611.32134541,2457611.32073,15.09,0.0194164878
1.4152571925,2457611.32196536,2457611.32135,15.12,0.0210950231
1.4272560559,2457611.32285528,2457611.32224,15.097,0.0194164878
1.4313005791,2457611.32315525,2457611.32254,15.113,0.0188679623
1.4354799342,2457611.32346522,2457611.32285,15.097,0.0216333077
1.4439736019,2457611.32409517,2457611.32348,15.126,0.0183575598
1.4480181251,2457611.32439514,2457611.32378,15.082,0.0174928557
1.452062642,2457611.32469511,2457611.32408,15.138,0.0210950231
1.456242129,2457611.32500509,2457611.32439,15.14,0.0174928557
1.4602866522,2457611.32530506,2457611.32469,15.146,0.016643317
1.4641963435,2457611.32559503,2457611.32498,15.113,0.0158113883
1.4686453561,2457611.325925,2457611.32531,15.111,0.0161245155
1.4725551793,2457611.32621498,2457611.3256,15.081,0.0152643375
1.4765997025,2457611.32651495,2457611.3259,15.119,0.0152643375
1.4807790514,2457611.32682492,2457611.32621,15.11,0.0144222051
1.4849585383,2457611.3271349,2457611.32652,15.088,0.0136014705
1.4890030615,2457611.32743487,2457611.32682,15.118,0.013892444
1.4933172422,2457611.32775484,2457611.32714,15.12,0.013892444
1.4973617655,2457611.32805481,2457611.32744,15.11,0.0130384048
1.5015412524,2457611.32836479,2457611.32775,15.085,0.0130384048
1.5055857756,2457611.32866476,2457611.32805,15.114,0.0122065556
1.513540122,2457611.32925471,2457611.32864,15.099,0.0122065556
1.517584639,2457611.32955468,2457611.32894,15.106,0.0130384048
1.5217639941,2457611.32986465,2457611.32925,15.132,0.013892444
1.5260781748,2457611.33018462,2457611.32957,15.136,0.0130384048
1.5301228299,2457611.3304846,2457611.32987,15.153,0.0130384048
1.534302185,2457611.33079457,2457611.33018,15.172,0.013892444
1.5383467082,2457611.33109454,2457611.33048,15.134,0.013892444
1.5425261951,2457611.33140452,2457611.33079,15.117,0.0130384048
1.5465707121,2457611.33170449,2457611.33109,15.144,0.013892444
1.5504804034,2457611.33199446,2457611.33138,15.141,0.0152643375
1.5545250585,2457611.33229444,2457611.33168,15.131,0.0202484567
1.5585695817,2457611.33259441,2457611.33198,15.124,0.0233238076
1.5628837624,2457611.33291438,2457611.3323,15.077,0.0216333077
1.567332775,2457611.33324435,2457611.33263,15.161,0.0216333077
1.5712426045,2457611.33353433,2457611.33292,15.129,0.0197230829
1.5752871214,2457611.3338343,2457611.33322,15.119,0.0180277564
1.5796013084,2457611.33415427,2457611.33354,15.203,0.0174928557
1.5836458253,2457611.33445424,2457611.33384,15.147,0.0174928557
1.5876904867,2457611.33475422,2457611.33414,15.145,0.0152643375
1.5916001717,2457611.33504419,2457611.33443,15.126,0.013892444
1.5956448331,2457611.33534417,2457611.33473,15.129,0.013892444
1.59968935,2457611.33564414,2457611.33503,15.118,0.0130384048
1.6038687051,2457611.33595411,2457611.33534,15.128,0.0130384048
1.6083177177,2457611.33628408,2457611.33567,15.135,0.0130384048
1.6123622409,2457611.33658405,2457611.33597,15.177,0.013892444
1.616406896,2457611.33688403,2457611.33627,15.171,0.0152643375
1.6205862448,2457611.337194,2457611.33658,15.151,0.0188679623
1.6246307681,2457611.33749397,2457611.33688,15.093,0.0210950231
1.6286754231,2457611.33779395,2457611.33718,15.102,0.0255538647
1.6328547782,2457611.33810392,2457611.33749,15.165,0.0224722051
1.6367644633,2457611.33839389,2457611.33778,15.172,0.016643317
1.6408091246,2457611.33869387,2457611.33808,15.137,0.0152643375
1.6449884735,2457611.33900384,2457611.33839,15.133,0.0152643375
1.6493026542,2457611.33932381,2457611.33871,15.153,0.0152643375
1.6533471774,2457611.33962378,2457611.33901,15.169,0.0152643375
1.6573918325,2457611.33992376,2457611.33931,15.177,0.0152643375
1.6615711876,2457611.34023373,2457611.33962,15.112,0.0144222051
1.6658853683,2457611.3405537,2457611.33994,15.159,0.0152643375
1.6699298915,2457611.34085367,2457611.34024,15.155,0.0147648231
1.6739745466,2457611.34115365,2457611.34054,15.126,0.0161245155
1.6778842379,2457611.34144362,2457611.34083,15.17,0.0161245155
1.6819287548,2457611.34174359,2457611.34113,15.125,0.0152643375
1.6859734099,2457611.34204357,2457611.34143,15.166,0.0152643375
1.6902875969,2457611.34236354,2457611.34175,15.144,0.0152643375
1.6943321138,2457611.34266351,2457611.34205,15.155,0.0152643375
1.6986464327,2457611.34298349,2457611.34237,15.137,0.0152643375
1.7026909559,2457611.34328346,2457611.34267,15.144,0.0152643375
1.7068703047,2457611.34359343,2457611.34298,15.134,0.0174928557
1.7109148279,2457611.3438934,2457611.34328,15.142,0.0197230829
1.714959483,2457611.34419338,2457611.34358,15.165,0.0219544984
1.7188691743,2457611.34448335,2457611.34387,15.144,0.0252388589
1.7269583526,2457611.3450833,2457611.34447,15.09,0.0313847097
1.731677029,2457611.34543327,2457611.34482,15.118,0.030528675
1.7355867203,2457611.34572324,2457611.34511,15.088,0.0324499615
1.7396312373,2457611.34602321,2457611.34541,14.995,0.0338378486
1.7478552474,2457611.34663316,2457611.34602,15.038,0.0427200187
1.7520345963,2457611.34694313,2457611.34633,15.151,0.0291547595
1.7560791195,2457611.3472431,2457611.34663,15.108,0.0230217289
1.7599889427,2457611.34753308,2457611.34692,15.17,0.0233238076
1.7641682978,2457611.34784305,2457611.34723,15.141,0.0197230829
1.768212821,2457611.34814302,2457611.34753,15.194,0.0201246118
1.7726619654,2457611.348473,2457611.34786,15.193,0.0197230829
1.7765716568,2457611.34876297,2457611.34815,15.231,0.0205912603
1.78061618,2457611.34906294,2457611.34845,15.233,0.0205912603
1.7847955288,2457611.34937291,2457611.34876,15.177,0.0197230829
1.7889750158,2457611.34968289,2457611.34907,15.178,0.0205912603
1.793019539,2457611.34998286,2457611.34937,15.187,0.0197230829
1.7971988878,2457611.35029283,2457611.34968,15.225,0.0188679623
1.8012435492,2457611.35059281,2457611.34998,15.2,0.0183575598
1.8051532342,2457611.35088278,2457611.35027,15.168,0.0188679623
1.8091977574,2457611.35118275,2457611.35057,15.13,0.0188679623
1.8137816019,2457611.35152272,2457611.35091,15.151,0.0188679623
1.8176914251,2457611.3518127,2457611.3512,15.2,0.0197230829
1.8257804715,2457611.35241264,2457611.3518,15.221,0.0192353841
1.8341393073,2457611.35303259,2457611.35242,15.173,0.0188679623
1.8383186624,2457611.35334256,2457611.35273,15.273,0.0201246118
1.8423631794,2457611.35364253,2457611.35303,15.199,0.0197230829
1.8586763678,2457611.35485243,2457611.35424,15.225,0.0205912603
